IGM HI transmissions exp(-tau) (HeI and HeII not included!). Please
reference: Meiksin A., 2005, MNRAS, 365, 807 in any publications using these results.
-------------------------------------------------------------------------------------
lam (A)  z=1.5    z=2.0    z=2.5    z=3.0    z=3.5    z=4.0    z=4.5    z=5.0    z=5.5    z=6.0    z=6.5    z=7.0
4908.0 1.000000 1.000000 1.000000 1.000000 0.691549 0.539578 0.127478 0.004167 0.000162 0.000007 0.000000 0.000000
4909.0 1.000000 1.000000 1.000000 1.000000 0.691357 0.539322 0.128306 0.004189 0.000163 0.000007 0.000000 0.000000
4910.0 1.000000 1.000000 1.000000 1.000000 0.691165 0.539067 0.129140 0.004210 0.000163 0.000007 0.000000 0.000000
4911.0 1.000000 1.000000 1.000000 1.000000 0.690972 0.538811 0.129980 0.004232 0.000164 0.000007 0.000000 0.000000
4912.0 1.000000 1.000000 1.000000 1.000000 0.690780 0.538555 0.130825 0.004254 0.000165 0.000007 0.000000 0.000000
4913.0 1.000000 1.000000 1.000000 1.000000 0.690587 0.538300 0.131678 0.004276 0.000165 0.000007 0.000000 0.000000
4914.0 1.000000 1.000000 1.000000 1.000000 0.690395 0.538044 0.132536 0.004298 0.000166 0.000007 0.000000 0.000000
4915.0 1.000000 1.000000 1.000000 1.000000 0.690202 0.537788 0.133401 0.004321 0.000167 0.000007 0.000000 0.000000
4916.0 1.000000 1.000000 1.000000 1.000000 0.690009 0.537533 0.134272 0.004343 0.000167 0.000007 0.000000 0.000000
4917.0 1.000000 1.000000 1.000000 1.000000 0.689817 0.537277 0.135149 0.004365 0.000168 0.000007 0.000000 0.000000
4918.0 1.000000 1.000000 1.000000 1.000000 0.689624 0.537021 0.136031 0.004388 0.000169 0.000007 0.000000 0.000000
4919.0 1.000000 1.000000 1.000000 1.000000 0.689431 0.536766 0.136921 0.004411 0.000169 0.000007 0.000000 0.000000
4920.0 1.000000 1.000000 1.000000 1.000000 0.689238 0.536510 0.137817 0.004434 0.000170 0.000007 0.000000 0.000000
4921.0 1.000000 1.000000 1.000000 1.000000 0.689045 0.536254 0.138720 0.004457 0.000171 0.000007 0.000000 0.000000
4922.0 1.000000 1.000000 1.000000 1.000000 0.688852 0.535998 0.139629 0.004480 0.000171 0.000007 0.000000 0.000000
4923.0 1.000000 1.000000 1.000000 1.000000 0.688659 0.535742 0.140544 0.004503 0.000172 0.000007 0.000000 0.000000
4924.0 1.000000 1.000000 1.000000 1.000000 0.688466 0.535487 0.141467 0.004527 0.000173 0.000007 0.000000 0.000000
4925.0 1.000000 1.000000 1.000000 1.000000 0.688273 0.535231 0.142395 0.004551 0.000174 0.000008 0.000000 0.000000
4926.0 1.000000 1.000000 1.000000 1.000000 0.688080 0.534975 0.143330 0.004574 0.000174 0.000008 0.000000 0.000000
4927.0 1.000000 1.000000 1.000000 1.000000 0.687886 0.534719 0.144273 0.004598 0.000175 0.000008 0.000000 0.000000
4928.0 1.000000 1.000000 1.000000 1.000000 0.687693 0.534463 0.145222 0.004622 0.000176 0.000008 0.000000 0.000000
4929.0 1.000000 1.000000 1.000000 1.000000 0.687500 0.534207 0.146179 0.004647 0.000176 0.000008 0.000000 0.000000
4930.0 1.000000 1.000000 1.000000 1.000000 0.687306 0.533951 0.147141 0.004671 0.000177 0.000008 0.000000 0.000000
4931.0 1.000000 1.000000 1.000000 1.000000 0.687113 0.533695 0.148111 0.004695 0.000178 0.000008 0.000000 0.000000
4932.0 1.000000 1.000000 1.000000 1.000000 0.686919 0.533439 0.149087 0.004720 0.000178 0.000008 0.000000 0.000000
4933.0 1.000000 1.000000 1.000000 1.000000 0.686726 0.533183 0.150071 0.004745 0.000179 0.000008 0.000000 0.000000
4934.0 1.000000 1.000000 1.000000 1.000000 0.686532 0.532927 0.151063 0.004770 0.000180 0.000008 0.000000 0.000000
4935.0 1.000000 1.000000 1.000000 1.000000 0.686339 0.532671 0.152061 0.004795 0.000181 0.000008 0.000000 0.000000
4936.0 1.000000 1.000000 1.000000 1.000000 0.686145 0.532415 0.153067 0.004820 0.000181 0.000008 0.000000 0.000000
4937.0 1.000000 1.000000 1.000000 1.000000 0.685951 0.532158 0.154080 0.004845 0.000182 0.000008 0.000000 0.000000
4938.0 1.000000 1.000000 1.000000 1.000000 0.685757 0.531902 0.155100 0.004871 0.000183 0.000008 0.000000 0.000000
4939.0 1.000000 1.000000 1.000000 1.000000 0.685564 0.531646 0.156128 0.004897 0.000184 0.000008 0.000000 0.000000
4940.0 1.000000 1.000000 1.000000 1.000000 0.685370 0.531390 0.157163 0.004922 0.000184 0.000008 0.000000 0.000000
4941.0 1.000000 1.000000 1.000000 1.000000 0.685176 0.531134 0.158205 0.004948 0.000185 0.000008 0.000000 0.000000
4942.0 1.000000 1.000000 1.000000 1.000000 0.684982 0.530877 0.159256 0.004975 0.000186 0.000008 0.000000 0.000000
4943.0 1.000000 1.000000 1.000000 1.000000 0.684788 0.530621 0.160315 0.005001 0.000187 0.000008 0.000000 0.000000
4944.0 1.000000 1.000000 1.000000 1.000000 0.684593 0.530365 0.161381 0.005027 0.000187 0.000008 0.000000 0.000000
4945.0 1.000000 1.000000 1.000000 1.000000 0.684399 0.530109 0.162453 0.005054 0.000188 0.000008 0.000000 0.000000
4946.0 1.000000 1.000000 1.000000 1.000000 0.684205 0.529852 0.163535 0.005081 0.000189 0.000008 0.000000 0.000000
4947.0 1.000000 1.000000 1.000000 1.000000 0.684011 0.529596 0.164625 0.005108 0.000190 0.000008 0.000000 0.000000
4948.0 1.000000 1.000000 1.000000 1.000000 0.683816 0.529340 0.165721 0.005135 0.000190 0.000008 0.000000 0.000000
4949.0 1.000000 1.000000 1.000000 1.000000 0.683622 0.529083 0.166827 0.005162 0.000191 0.000008 0.000000 0.000000
4950.0 1.000000 1.000000 1.000000 1.000000 0.683428 0.528827 0.167940 0.005190 0.000192 0.000008 0.000000 0.000000
4951.0 1.000000 1.000000 1.000000 1.000000 0.683233 0.528570 0.169063 0.005217 0.000193 0.000008 0.000000 0.000000
4952.0 1.000000 1.000000 1.000000 1.000000 0.683039 0.528314 0.170192 0.005245 0.000194 0.000008 0.000000 0.000000
4953.0 1.000000 1.000000 1.000000 1.000000 0.682844 0.528058 0.171330 0.005273 0.000194 0.000008 0.000000 0.000000
4954.0 1.000000 1.000000 1.000000 1.000000 0.682649 0.527801 0.172476 0.005301 0.000195 0.000008 0.000000 0.000000
4955.0 1.000000 1.000000 1.000000 1.000000 0.682455 0.527545 0.173632 0.005330 0.000196 0.000008 0.000000 0.000000
4956.0 1.000000 1.000000 1.000000 1.000000 0.682260 0.527288 0.174794 0.005358 0.000197 0.000008 0.000000 0.000000
4957.0 1.000000 1.000000 1.000000 1.000000 0.682065 0.527032 0.175966 0.005387 0.000198 0.000008 0.000000 0.000000
4958.0 1.000000 1.000000 1.000000 1.000000 0.681871 0.526775 0.177148 0.005415 0.000198 0.000008 0.000000 0.000000
4959.0 1.000000 1.000000 1.000000 1.000000 0.681676 0.526518 0.178337 0.005444 0.000199 0.000008 0.000000 0.000000
4960.0 1.000000 1.000000 1.000000 1.000000 0.681481 0.526262 0.179534 0.005474 0.000200 0.000008 0.000000 0.000000
4961.0 1.000000 1.000000 1.000000 1.000000 0.681286 0.526005 0.180740 0.005503 0.000201 0.000008 0.000000 0.000000
4962.0 1.000000 1.000000 1.000000 1.000000 0.681091 0.525749 0.181956 0.005532 0.000202 0.000008 0.000000 0.000000
4963.0 1.000000 1.000000 1.000000 1.000000 0.680896 0.525492 0.183181 0.005562 0.000203 0.000008 0.000000 0.000000
4964.0 1.000000 1.000000 1.000000 1.000000 0.680700 0.525235 0.184416 0.005592 0.000203 0.000008 0.000000 0.000000
4965.0 1.000000 1.000000 1.000000 1.000000 0.680505 0.524979 0.185659 0.005622 0.000204 0.000008 0.000000 0.000000
4966.0 1.000000 1.000000 1.000000 1.000000 0.680310 0.524722 0.186910 0.005652 0.000205 0.000008 0.000000 0.000000
4967.0 1.000000 1.000000 1.000000 1.000000 0.680115 0.524465 0.188171 0.005683 0.000206 0.000009 0.000000 0.000000
4968.0 1.000000 1.000000 1.000000 1.000000 0.679919 0.524209 0.189442 0.005713 0.000207 0.000009 0.000000 0.000000
4969.0 1.000000 1.000000 1.000000 1.000000 0.679724 0.523952 0.190722 0.005744 0.000208 0.000009 0.000000 0.000000
4970.0 1.000000 1.000000 1.000000 1.000000 0.679529 0.523695 0.192011 0.005775 0.000209 0.000009 0.000000 0.000000
4971.0 1.000000 1.000000 1.000000 1.000000 0.679333 0.523438 0.193310 0.005806 0.000209 0.000009 0.000000 0.000000
4972.0 1.000000 1.000000 1.000000 1.000000 0.679138 0.523182 0.194619 0.005838 0.000210 0.000009 0.000000 0.000000
4973.0 1.000000 1.000000 1.000000 1.000000 0.678942 0.522925 0.195938 0.005869 0.000211 0.000009 0.000000 0.000000
4974.0 1.000000 1.000000 1.000000 1.000000 0.678746 0.522668 0.197266 0.005901 0.000212 0.000009 0.000000 0.000000
4975.0 1.000000 1.000000 1.000000 1.000000 0.678551 0.522411 0.198604 0.005933 0.000213 0.000009 0.000000 0.000000
4976.0 1.000000 1.000000 1.000000 1.000000 0.678355 0.522154 0.199952 0.005965 0.000214 0.000009 0.000000 0.000000
4977.0 1.000000 1.000000 1.000000 1.000000 0.678159 0.521897 0.201310 0.005998 0.000215 0.000009 0.000000 0.000000
4978.0 1.000000 1.000000 1.000000 1.000000 0.677963 0.521640 0.202678 0.006030 0.000216 0.000009 0.000000 0.000000
4979.0 1.000000 1.000000 1.000000 1.000000 0.677768 0.521384 0.204056 0.006063 0.000217 0.000009 0.000000 0.000000
4980.0 1.000000 1.000000 1.000000 1.000000 0.677572 0.521127 0.205445 0.006096 0.000217 0.000009 0.000000 0.000000
4981.0 1.000000 1.000000 1.000000 1.000000 0.677376 0.520870 0.206844 0.006129 0.000218 0.000009 0.000000 0.000000
4982.0 1.000000 1.000000 1.000000 1.000000 0.677180 0.520613 0.208254 0.006163 0.000219 0.000009 0.000000 0.000000
4983.0 1.000000 1.000000 1.000000 1.000000 0.676984 0.520356 0.209673 0.006196 0.000220 0.000009 0.000000 0.000000
4984.0 1.000000 1.000000 1.000000 1.000000 0.676787 0.520099 0.211103 0.006230 0.000221 0.000009 0.000000 0.000000
4985.0 1.000000 1.000000 1.000000 1.000000 0.676591 0.519842 0.212545 0.006264 0.000222 0.000009 0.000000 0.000000
4986.0 1.000000 1.000000 1.000000 1.000000 0.676395 0.519585 0.213997 0.006298 0.000223 0.000009 0.000000 0.000000
4987.0 1.000000 1.000000 1.000000 1.000000 0.676199 0.519328 0.215460 0.006333 0.000224 0.000009 0.000000 0.000000
4988.0 1.000000 1.000000 1.000000 1.000000 0.676003 0.519071 0.216934 0.006367 0.000225 0.000009 0.000000 0.000000
4989.0 1.000000 1.000000 1.000000 1.000000 0.675806 0.518814 0.218418 0.006402 0.000226 0.000009 0.000000 0.000000
4990.0 1.000000 1.000000 1.000000 1.000000 0.675610 0.518557 0.219913 0.006437 0.000227 0.000009 0.000000 0.000000
4991.0 1.000000 1.000000 1.000000 1.000000 0.675413 0.518300 0.221422 0.006472 0.000228 0.000009 0.000000 0.000000
4992.0 1.000000 1.000000 1.000000 1.000000 0.675217 0.518042 0.222939 0.006508 0.000229 0.000009 0.000000 0.000000
4993.0 1.000000 1.000000 1.000000 1.000000 0.675020 0.517785 0.224469 0.006544 0.000230 0.000009 0.000000 0.000000
4994.0 1.000000 1.000000 1.000000 1.000000 0.674824 0.517528 0.226011 0.006580 0.000231 0.000009 0.000000 0.000000
4995.0 1.000000 1.000000 1.000000 1.000000 0.674627 0.517271 0.227563 0.006616 0.000232 0.000009 0.000000 0.000000
4996.0 1.000000 1.000000 1.000000 1.000000 0.674430 0.517014 0.229127 0.006652 0.000233 0.000009 0.000000 0.000000
4997.0 1.000000 1.000000 1.000000 1.000000 0.674233 0.516757 0.230704 0.006689 0.000234 0.000009 0.000000 0.000000
4998.0 1.000000 1.000000 1.000000 1.000000 0.674037 0.516499 0.232293 0.006726 0.000235 0.000009 0.000000 0.000000
4999.0 1.000000 1.000000 1.000000 1.000000 0.673840 0.516242 0.233892 0.006763 0.000236 0.000009 0.000000 0.000000
5000.0 1.000000 1.000000 1.000000 1.000000 0.673643 0.515985 0.235504 0.006800 0.000237 0.000009 0.000000 0.000000
5001.0 1.000000 1.000000 1.000000 1.000000 0.673446 0.515728 0.237129 0.006837 0.000238 0.000009 0.000000 0.000000
5002.0 1.000000 1.000000 1.000000 1.000000 0.673249 0.515471 0.238765 0.006875 0.000239 0.000009 0.000000 0.000000
5003.0 1.000000 1.000000 1.000000 1.000000 0.673052 0.515213 0.240414 0.006913 0.000240 0.000010 0.000000 0.000000
5004.0 1.000000 1.000000 1.000000 1.000000 0.672855 0.514956 0.242075 0.006952 0.000241 0.000010 0.000000 0.000000
5005.0 1.000000 1.000000 1.000000 1.000000 0.672658 0.514699 0.243748 0.006990 0.000242 0.000010 0.000000 0.000000
5006.0 1.000000 1.000000 1.000000 1.000000 0.672460 0.514441 0.245434 0.007029 0.000243 0.000010 0.000000 0.000000
5007.0 1.000000 1.000000 1.000000 1.000000 0.672263 0.514184 0.247133 0.007068 0.000244 0.000010 0.000000 0.000000
5008.0 1.000000 1.000000 1.000000 1.000000 0.672066 0.513927 0.248847 0.007107 0.000245 0.000010 0.000000 0.000000
5009.0 1.000000 1.000000 1.000000 1.000000 0.671868 0.513669 0.250572 0.007146 0.000246 0.000010 0.000000 0.000000
5010.0 1.000000 1.000000 1.000000 1.000000 0.671671 0.513412 0.252309 0.007186 0.000247 0.000010 0.000000 0.000000
5011.0 1.000000 1.000000 1.000000 1.000000 0.671474 0.513155 0.254061 0.007226 0.000248 0.000010 0.000000 0.000000
5012.0 1.000000 1.000000 1.000000 1.000000 0.671276 0.512897 0.255825 0.007266 0.000249 0.000010 0.000000 0.000000
5013.0 1.000000 1.000000 1.000000 1.000000 0.671079 0.512640 0.257603 0.007307 0.000250 0.000010 0.000000 0.000000
5014.0 1.000000 1.000000 1.000000 1.000000 0.670881 0.512382 0.259393 0.007347 0.000251 0.000010 0.000000 0.000000
5015.0 1.000000 1.000000 1.000000 1.000000 0.670683 0.512125 0.260409 0.007388 0.000252 0.000010 0.000000 0.000000
5016.0 1.000000 1.000000 1.000000 1.000000 0.670486 0.511868 0.260111 0.007430 0.000254 0.000010 0.000000 0.000000
5017.0 1.000000 1.000000 1.000000 1.000000 0.670288 0.511610 0.259814 0.007471 0.000255 0.000010 0.000000 0.000000
5018.0 1.000000 1.000000 1.000000 1.000000 0.670090 0.511353 0.259516 0.007513 0.000256 0.000010 0.000000 0.000000
5019.0 1.000000 1.000000 1.000000 1.000000 0.669892 0.511095 0.259219 0.007555 0.000257 0.000010 0.000000 0.000000
5020.0 1.000000 1.000000 1.000000 1.000000 0.669694 0.510838 0.259167 0.007597 0.000258 0.000010 0.000000 0.000000
5021.0 1.000000 1.000000 1.000000 1.000000 0.669497 0.510580 0.259441 0.007640 0.000259 0.000010 0.000000 0.000000
5022.0 1.000000 1.000000 1.000000 1.000000 0.669299 0.510323 0.259850 0.007683 0.000260 0.000010 0.000000 0.000000
5023.0 1.000000 1.000000 1.000000 1.000000 0.669101 0.510065 0.260440 0.007726 0.000261 0.000010 0.000000 0.000000
5024.0 1.000000 1.000000 1.000000 1.000000 0.668902 0.509808 0.260675 0.007769 0.000262 0.000010 0.000000 0.000000
5025.0 1.000000 1.000000 1.000000 1.000000 0.668704 0.509550 0.260983 0.007813 0.000264 0.000010 0.000000 0.000000
5026.0 1.000000 1.000000 1.000000 1.000000 0.668506 0.509292 0.261379 0.007857 0.000265 0.000010 0.000000 0.000000
5027.0 1.000000 1.000000 1.000000 1.000000 0.668308 0.509035 0.261880 0.007901 0.000266 0.000010 0.000000 0.000000
5028.0 1.000000 1.000000 1.000000 1.000000 0.668110 0.508777 0.262509 0.007945 0.000267 0.000010 0.000000 0.000000
5029.0 1.000000 1.000000 1.000000 1.000000 0.667911 0.508520 0.263294 0.007990 0.000268 0.000010 0.000000 0.000000
5030.0 1.000000 1.000000 1.000000 1.000000 0.667713 0.508262 0.262997 0.008035 0.000269 0.000010 0.000000 0.000000
5031.0 1.000000 1.000000 1.000000 1.000000 0.667515 0.508004 0.263977 0.008080 0.000271 0.000010 0.000000 0.000000
5032.0 1.000000 1.000000 1.000000 1.000000 0.667316 0.507747 0.263680 0.008126 0.000272 0.000010 0.000000 0.000000
5033.0 1.000000 1.000000 1.000000 1.000000 0.667118 0.507489 0.264905 0.008172 0.000273 0.000010 0.000000 0.000000
5034.0 1.000000 1.000000 1.000000 1.000000 0.666919 0.507232 0.264608 0.008218 0.000274 0.000011 0.000000 0.000000
5035.0 1.000000 1.000000 1.000000 1.000000 0.666721 0.506974 0.266144 0.008265 0.000275 0.000011 0.000000 0.000000
5036.0 1.000000 1.000000 1.000000 1.000000 0.666522 0.506716 0.265847 0.008311 0.000277 0.000011 0.000000 0.000000
5037.0 1.000000 1.000000 1.000000 1.000000 0.666323 0.506458 0.265550 0.008358 0.000278 0.000011 0.000000 0.000000
5038.0 1.000000 1.000000 1.000000 1.000000 0.666125 0.506201 0.267488 0.008406 0.000279 0.000011 0.000000 0.000000
5039.0 1.000000 1.000000 1.000000 1.000000 0.665926 0.505943 0.267192 0.008454 0.000280 0.000011 0.000000 0.000000
5040.0 1.000000 1.000000 1.000000 1.000000 0.665727 0.505685 0.266895 0.008502 0.000282 0.000011 0.000000 0.000000
5041.0 1.000000 1.000000 1.000000 1.000000 0.665528 0.505428 0.269365 0.008550 0.000283 0.000011 0.000000 0.000000
5042.0 1.000000 1.000000 1.000000 1.000000 0.665329 0.505170 0.269068 0.008598 0.000284 0.000011 0.000000 0.000000
5043.0 1.000000 1.000000 1.000000 1.000000 0.665130 0.504912 0.268771 0.008647 0.000285 0.000011 0.000000 0.000000
5044.0 1.000000 1.000000 1.000000 1.000000 0.664931 0.504654 0.268475 0.008697 0.000287 0.000011 0.000000 0.000000
5045.0 1.000000 1.000000 1.000000 1.000000 0.664732 0.504397 0.271661 0.008746 0.000288 0.000011 0.000000 0.000000
5046.0 1.000000 1.000000 1.000000 1.000000 0.664533 0.504139 0.271365 0.008796 0.000289 0.000011 0.000000 0.000000
5047.0 1.000000 1.000000 1.000000 1.000000 0.664334 0.503881 0.271068 0.008846 0.000290 0.000011 0.000000 0.000000
5048.0 1.000000 1.000000 1.000000 1.000000 0.664135 0.503623 0.270771 0.008897 0.000292 0.000011 0.000000 0.000000
5049.0 1.000000 1.000000 1.000000 1.000000 0.663935 0.503365 0.270475 0.008947 0.000293 0.000011 0.000000 0.000000
5050.0 1.000000 1.000000 1.000000 1.000000 0.663736 0.503108 0.274651 0.008999 0.000294 0.000011 0.000000 0.000000
5051.0 1.000000 1.000000 1.000000 1.000000 0.663537 0.502850 0.274355 0.009050 0.000296 0.000011 0.000000 0.000000
5052.0 1.000000 1.000000 1.000000 1.000000 0.663337 0.502592 0.274058 0.009102 0.000297 0.000011 0.000000 0.000000
5053.0 1.000000 1.000000 1.000000 1.000000 0.663138 0.502334 0.273761 0.009154 0.000298 0.000011 0.000000 0.000000
5054.0 1.000000 1.000000 1.000000 1.000000 0.662938 0.502076 0.273465 0.009207 0.000300 0.000011 0.000000 0.000000
5055.0 1.000000 1.000000 1.000000 1.000000 0.662739 0.501818 0.273169 0.009259 0.000301 0.000011 0.000000 0.000000
5056.0 1.000000 1.000000 1.000000 1.000000 0.662539 0.501561 0.272873 0.009313 0.000302 0.000011 0.000000 0.000000
5057.0 1.000000 1.000000 1.000000 1.000000 0.662340 0.501303 0.278459 0.009366 0.000304 0.000011 0.000000 0.000000
5058.0 1.000000 1.000000 1.000000 1.000000 0.662140 0.501045 0.278162 0.009420 0.000305 0.000011 0.000000 0.000000
5059.0 1.000000 1.000000 1.000000 1.000000 0.661940 0.500787 0.277866 0.009474 0.000306 0.000011 0.000000 0.000000
5060.0 1.000000 1.000000 1.000000 1.000000 0.661740 0.500529 0.277570 0.009529 0.000308 0.000011 0.000000 0.000000
5061.0 1.000000 1.000000 1.000000 1.000000 0.661541 0.500271 0.277273 0.009584 0.000309 0.000011 0.000000 0.000000
5062.0 1.000000 1.000000 1.000000 1.000000 0.661341 0.500013 0.276977 0.009639 0.000311 0.000012 0.000000 0.000000
5063.0 1.000000 1.000000 1.000000 1.000000 0.661141 0.499755 0.276681 0.009694 0.000312 0.000012 0.000000 0.000000
5064.0 1.000000 1.000000 1.000000 1.000000 0.660941 0.499497 0.276385 0.009750 0.000313 0.000012 0.000000 0.000000
5065.0 1.000000 1.000000 1.000000 1.000000 0.660741 0.499239 0.276090 0.009807 0.000315 0.000012 0.000000 0.000000
5066.0 1.000000 1.000000 1.000000 1.000000 0.660541 0.498981 0.283759 0.009863 0.000316 0.000012 0.000000 0.000000
5067.0 1.000000 1.000000 1.000000 1.000000 0.660341 0.498723 0.283463 0.009920 0.000318 0.000012 0.000000 0.000000
5068.0 1.000000 1.000000 1.000000 1.000000 0.660141 0.498466 0.283167 0.009978 0.000319 0.000012 0.000000 0.000000
5069.0 1.000000 1.000000 1.000000 1.000000 0.659941 0.498207 0.282871 0.010036 0.000321 0.000012 0.000000 0.000000
5070.0 1.000000 1.000000 1.000000 1.000000 0.659740 0.497950 0.282575 0.010094 0.000322 0.000012 0.000000 0.000000
5071.0 1.000000 1.000000 1.000000 1.000000 0.659540 0.497692 0.282279 0.010152 0.000324 0.000012 0.000000 0.000000
5072.0 1.000000 1.000000 1.000000 1.000000 0.659340 0.497434 0.281983 0.010211 0.000325 0.000012 0.000000 0.000000
5073.0 1.000000 1.000000 1.000000 1.000000 0.659139 0.497176 0.281687 0.010271 0.000326 0.000012 0.000000 0.000000
5074.0 1.000000 1.000000 1.000000 1.000000 0.658939 0.496917 0.281392 0.010330 0.000328 0.000012 0.000000 0.000000
5075.0 1.000000 1.000000 1.000000 1.000000 0.658738 0.496660 0.281097 0.010391 0.000329 0.000012 0.000000 0.000000
5076.0 1.000000 1.000000 1.000000 1.000000 0.658538 0.496402 0.280801 0.010451 0.000331 0.000012 0.000000 0.000000
5077.0 1.000000 1.000000 1.000000 1.000000 0.658337 0.496143 0.280506 0.010512 0.000332 0.000012 0.000000 0.000000
5078.0 1.000000 1.000000 1.000000 1.000000 0.658137 0.495885 0.291398 0.010573 0.000334 0.000012 0.000000 0.000000
5079.0 1.000000 1.000000 1.000000 1.000000 0.657936 0.495627 0.291102 0.010635 0.000336 0.000012 0.000000 0.000000
5080.0 1.000000 1.000000 1.000000 1.000000 0.657736 0.495369 0.290807 0.010697 0.000337 0.000012 0.000000 0.000000
5081.0 1.000000 1.000000 1.000000 1.000000 0.657535 0.495111 0.290511 0.010759 0.000339 0.000012 0.000000 0.000000
5082.0 1.000000 1.000000 1.000000 1.000000 0.657334 0.494853 0.290216 0.010822 0.000340 0.000012 0.000000 0.000000
5083.0 1.000000 1.000000 1.000000 1.000000 0.657133 0.494595 0.289920 0.010886 0.000342 0.000012 0.000000 0.000000
5084.0 1.000000 1.000000 1.000000 1.000000 0.656932 0.494337 0.289625 0.010949 0.000343 0.000012 0.000000 0.000000
5085.0 1.000000 1.000000 1.000000 1.000000 0.656731 0.494079 0.289330 0.011014 0.000345 0.000012 0.000001 0.000000
5086.0 1.000000 1.000000 1.000000 1.000000 0.656531 0.493821 0.289035 0.011078 0.000346 0.000013 0.000001 0.000000
5087.0 1.000000 1.000000 1.000000 1.000000 0.656330 0.493563 0.288740 0.011143 0.000348 0.000013 0.000001 0.000000
5088.0 1.000000 1.000000 1.000000 1.000000 0.656128 0.493305 0.288445 0.011209 0.000350 0.000013 0.000001 0.000000
5089.0 1.000000 1.000000 1.000000 1.000000 0.655927 0.493047 0.288150 0.011274 0.000351 0.000013 0.000001 0.000000
5090.0 1.000000 1.000000 1.000000 1.000000 0.655726 0.492789 0.287855 0.011341 0.000353 0.000013 0.000001 0.000000
5091.0 1.000000 1.000000 1.000000 1.000000 0.655525 0.492530 0.287561 0.011407 0.000355 0.000013 0.000001 0.000000
5092.0 1.000000 1.000000 1.000000 1.000000 0.655324 0.492272 0.287266 0.011474 0.000356 0.000013 0.000001 0.000000
5093.0 1.000000 1.000000 1.000000 1.000000 0.655123 0.492014 0.286972 0.011542 0.000358 0.000013 0.000001 0.000000
5094.0 1.000000 1.000000 1.000000 1.000000 0.654921 0.491756 0.286678 0.011610 0.000359 0.000013 0.000001 0.000000
5095.0 1.000000 1.000000 1.000000 1.000000 0.654720 0.491498 0.301583 0.011679 0.000361 0.000013 0.000001 0.000000
5096.0 1.000000 1.000000 1.000000 1.000000 0.654519 0.491240 0.301288 0.011748 0.000363 0.000013 0.000001 0.000000
5097.0 1.000000 1.000000 1.000000 1.000000 0.654317 0.490982 0.300994 0.011817 0.000364 0.000013 0.000001 0.000000
5098.0 1.000000 1.000000 1.000000 1.000000 0.654116 0.490723 0.300699 0.011887 0.000366 0.000013 0.000001 0.000000
5099.0 1.000000 1.000000 1.000000 1.000000 0.653914 0.490465 0.300405 0.011957 0.000368 0.000013 0.000001 0.000000
5100.0 1.000000 1.000000 1.000000 1.000000 0.653713 0.490207 0.300110 0.012028 0.000370 0.000013 0.000001 0.000000
5101.0 1.000000 1.000000 1.000000 1.000000 0.653511 0.489949 0.299816 0.012099 0.000371 0.000013 0.000001 0.000000
5102.0 1.000000 1.000000 1.000000 1.000000 0.653309 0.489691 0.299522 0.012171 0.000373 0.000013 0.000001 0.000000
5103.0 1.000000 1.000000 1.000000 1.000000 0.653107 0.489433 0.299228 0.012243 0.000375 0.000013 0.000001 0.000000
5104.0 1.000000 1.000000 1.000000 1.000000 0.652906 0.489175 0.298934 0.012316 0.000377 0.000013 0.000001 0.000000
5105.0 1.000000 1.000000 1.000000 1.000000 0.652704 0.488916 0.298640 0.012389 0.000378 0.000013 0.000001 0.000000
5106.0 1.000000 1.000000 1.000000 1.000000 0.652502 0.488658 0.298346 0.012462 0.000380 0.000013 0.000001 0.000000
5107.0 1.000000 1.000000 1.000000 1.000000 0.652300 0.488400 0.298052 0.012536 0.000382 0.000013 0.000001 0.000000
5108.0 1.000000 1.000000 1.000000 1.000000 0.652098 0.488142 0.297759 0.012611 0.000384 0.000014 0.000001 0.000000
5109.0 1.000000 1.000000 1.000000 1.000000 0.651896 0.487884 0.297465 0.012686 0.000385 0.000014 0.000001 0.000000
5110.0 1.000000 1.000000 1.000000 1.000000 0.651694 0.487625 0.297172 0.012762 0.000387 0.000014 0.000001 0.000000
5111.0 1.000000 1.000000 1.000000 1.000000 0.651492 0.487367 0.296878 0.012838 0.000389 0.000014 0.000001 0.000000
5112.0 1.000000 1.000000 1.000000 1.000000 0.651290 0.487109 0.296585 0.012915 0.000391 0.000014 0.000001 0.000000
5113.0 1.000000 1.000000 1.000000 1.000000 0.651088 0.486851 0.296292 0.012992 0.000393 0.000014 0.000001 0.000000
5114.0 1.000000 1.000000 1.000000 1.000000 0.650886 0.486593 0.295999 0.013069 0.000395 0.000014 0.000001 0.000000
5115.0 1.000000 1.000000 1.000000 1.000000 0.650683 0.486334 0.295706 0.013147 0.000396 0.000014 0.000001 0.000000
5116.0 1.000000 1.000000 1.000000 1.000000 0.650481 0.486076 0.295413 0.013226 0.000398 0.000014 0.000001 0.000000
5117.0 1.000000 1.000000 1.000000 1.000000 0.650279 0.485818 0.295121 0.013305 0.000400 0.000014 0.000001 0.000000
5118.0 1.000000 1.000000 1.000000 1.000000 0.650076 0.485560 0.294828 0.013385 0.000402 0.000014 0.000001 0.000000
5119.0 1.000000 1.000000 1.000000 1.000000 0.649874 0.485302 0.294536 0.013465 0.000404 0.000014 0.000001 0.000000
