IGM HI transmissions exp(-tau) (HeI and HeII not included!). Please
reference: Meiksin A., 2005, MNRAS, 365, 807 in any publications using these results.
-------------------------------------------------------------------------------------
lam (A)  z=1.5    z=2.0    z=2.5    z=3.0    z=3.5    z=4.0    z=4.5    z=5.0    z=5.5    z=6.0    z=6.5    z=7.0
3727.0 1.000000 1.000000 0.875292 0.716900 0.085317 0.008510 0.000970 0.000121 0.000016 0.000002 0.000000 0.000000
3728.0 1.000000 1.000000 0.875176 0.716650 0.085670 0.008535 0.000972 0.000121 0.000016 0.000002 0.000000 0.000000
3729.0 1.000000 1.000000 0.875060 0.716399 0.086025 0.008560 0.000974 0.000122 0.000016 0.000002 0.000000 0.000000
3730.0 1.000000 1.000000 0.874944 0.716149 0.086382 0.008586 0.000976 0.000122 0.000016 0.000002 0.000000 0.000000
3731.0 1.000000 1.000000 0.874828 0.715898 0.086741 0.008611 0.000978 0.000122 0.000016 0.000002 0.000000 0.000000
3732.0 1.000000 1.000000 0.874712 0.715647 0.087102 0.008637 0.000980 0.000122 0.000016 0.000002 0.000000 0.000000
3733.0 1.000000 1.000000 0.874596 0.715397 0.087464 0.008663 0.000981 0.000122 0.000016 0.000002 0.000000 0.000000
3734.0 1.000000 1.000000 0.874480 0.715146 0.087828 0.008689 0.000983 0.000122 0.000016 0.000002 0.000000 0.000000
3735.0 1.000000 1.000000 0.874363 0.714895 0.088194 0.008715 0.000985 0.000122 0.000016 0.000002 0.000000 0.000000
3736.0 1.000000 1.000000 0.874247 0.714644 0.088563 0.008741 0.000987 0.000122 0.000016 0.000002 0.000000 0.000000
3737.0 1.000000 1.000000 0.874131 0.714393 0.088933 0.008767 0.000989 0.000122 0.000016 0.000002 0.000000 0.000000
3738.0 1.000000 1.000000 0.874014 0.714141 0.089305 0.008793 0.000991 0.000123 0.000016 0.000002 0.000000 0.000000
3739.0 1.000000 1.000000 0.873898 0.713890 0.089679 0.008820 0.000993 0.000123 0.000016 0.000002 0.000000 0.000000
3740.0 1.000000 1.000000 0.873781 0.713638 0.090054 0.008846 0.000995 0.000123 0.000016 0.000002 0.000000 0.000000
3741.0 1.000000 1.000000 0.873664 0.713387 0.090432 0.008873 0.000997 0.000123 0.000016 0.000002 0.000000 0.000000
3742.0 1.000000 1.000000 0.873548 0.713135 0.090812 0.008899 0.000999 0.000123 0.000016 0.000002 0.000000 0.000000
3743.0 1.000000 1.000000 0.873431 0.712883 0.091194 0.008926 0.001001 0.000123 0.000016 0.000002 0.000000 0.000000
3744.0 1.000000 1.000000 0.873314 0.712631 0.091577 0.008953 0.001003 0.000123 0.000016 0.000002 0.000000 0.000000
3745.0 1.000000 1.000000 0.873197 0.712379 0.091963 0.008980 0.001005 0.000123 0.000016 0.000002 0.000000 0.000000
3746.0 1.000000 1.000000 0.873080 0.712127 0.092350 0.009008 0.001007 0.000124 0.000016 0.000002 0.000000 0.000000
3747.0 1.000000 1.000000 0.872963 0.711874 0.092740 0.009035 0.001009 0.000124 0.000016 0.000002 0.000000 0.000000
3748.0 1.000000 1.000000 0.872846 0.711622 0.093132 0.009062 0.001011 0.000124 0.000016 0.000002 0.000000 0.000000
3749.0 1.000000 1.000000 0.872729 0.711370 0.093526 0.009090 0.001013 0.000124 0.000016 0.000002 0.000000 0.000000
3750.0 1.000000 1.000000 0.872611 0.711117 0.093922 0.009118 0.001015 0.000124 0.000016 0.000002 0.000000 0.000000
3751.0 1.000000 1.000000 0.872494 0.710864 0.094320 0.009145 0.001017 0.000124 0.000016 0.000002 0.000000 0.000000
3752.0 1.000000 1.000000 0.872377 0.729673 0.094720 0.009173 0.001019 0.000124 0.000016 0.000002 0.000000 0.000000
3753.0 1.000000 1.000000 0.872259 0.729435 0.095122 0.009201 0.001021 0.000124 0.000016 0.000002 0.000000 0.000000
3754.0 1.000000 1.000000 0.872141 0.729196 0.095526 0.009229 0.001023 0.000125 0.000016 0.000002 0.000000 0.000000
3755.0 1.000000 1.000000 0.872024 0.728958 0.095933 0.009258 0.001025 0.000125 0.000016 0.000002 0.000000 0.000000
3756.0 1.000000 1.000000 0.871906 0.728719 0.096341 0.009286 0.001027 0.000125 0.000016 0.000002 0.000000 0.000000
3757.0 1.000000 1.000000 0.871788 0.728480 0.096752 0.009315 0.001029 0.000125 0.000016 0.000002 0.000000 0.000000
3758.0 1.000000 1.000000 0.871671 0.728241 0.097164 0.009343 0.001031 0.000125 0.000016 0.000002 0.000000 0.000000
3759.0 1.000000 1.000000 0.871553 0.728002 0.097580 0.009372 0.001033 0.000125 0.000016 0.000002 0.000000 0.000000
3760.0 1.000000 1.000000 0.871435 0.727763 0.097997 0.009401 0.001035 0.000125 0.000016 0.000002 0.000000 0.000000
3761.0 1.000000 1.000000 0.871317 0.727524 0.098416 0.009430 0.001037 0.000126 0.000016 0.000002 0.000000 0.000000
3762.0 1.000000 1.000000 0.871199 0.727284 0.098837 0.009459 0.001039 0.000126 0.000016 0.000002 0.000000 0.000000
3763.0 1.000000 1.000000 0.871080 0.727045 0.099261 0.009488 0.001042 0.000126 0.000016 0.000002 0.000000 0.000000
3764.0 1.000000 1.000000 0.870962 0.726805 0.099687 0.009518 0.001044 0.000126 0.000016 0.000002 0.000000 0.000000
3765.0 1.000000 1.000000 0.870844 0.726566 0.100115 0.009547 0.001046 0.000126 0.000016 0.000002 0.000000 0.000000
3766.0 1.000000 1.000000 0.870725 0.726326 0.100546 0.009577 0.001048 0.000126 0.000016 0.000002 0.000000 0.000000
3767.0 1.000000 1.000000 0.870607 0.726086 0.100979 0.009607 0.001050 0.000126 0.000016 0.000002 0.000000 0.000000
3768.0 1.000000 1.000000 0.870488 0.725846 0.101414 0.009637 0.001052 0.000126 0.000016 0.000002 0.000000 0.000000
3769.0 1.000000 1.000000 0.870370 0.725606 0.101851 0.009667 0.001054 0.000127 0.000016 0.000002 0.000000 0.000000
3770.0 1.000000 1.000000 0.870251 0.725366 0.102291 0.009697 0.001057 0.000127 0.000016 0.000002 0.000000 0.000000
3771.0 1.000000 1.000000 0.870132 0.725125 0.102733 0.009727 0.001059 0.000127 0.000016 0.000002 0.000000 0.000000
3772.0 1.000000 1.000000 0.870014 0.724885 0.103178 0.009758 0.001061 0.000127 0.000016 0.000002 0.000000 0.000000
3773.0 1.000000 1.000000 0.869895 0.724645 0.103624 0.009788 0.001063 0.000127 0.000016 0.000002 0.000000 0.000000
3774.0 1.000000 1.000000 0.869776 0.724404 0.104074 0.009819 0.001065 0.000127 0.000016 0.000002 0.000000 0.000000
3775.0 1.000000 1.000000 0.869657 0.724163 0.104525 0.009850 0.001067 0.000127 0.000016 0.000002 0.000000 0.000000
3776.0 1.000000 1.000000 0.869538 0.723922 0.104979 0.009881 0.001070 0.000128 0.000016 0.000002 0.000000 0.000000
3777.0 1.000000 1.000000 0.869419 0.723681 0.105435 0.009912 0.001072 0.000128 0.000016 0.000002 0.000000 0.000000
3778.0 1.000000 1.000000 0.869299 0.723440 0.105894 0.009943 0.001074 0.000128 0.000016 0.000002 0.000000 0.000000
3779.0 1.000000 1.000000 0.869180 0.723199 0.106355 0.009974 0.001076 0.000128 0.000016 0.000002 0.000000 0.000000
3780.0 1.000000 1.000000 0.869061 0.722958 0.106819 0.010006 0.001079 0.000128 0.000016 0.000002 0.000000 0.000000
3781.0 1.000000 1.000000 0.868941 0.722717 0.107285 0.010038 0.001081 0.000128 0.000016 0.000002 0.000000 0.000000
3782.0 1.000000 1.000000 0.868822 0.722475 0.107754 0.010069 0.001083 0.000128 0.000016 0.000002 0.000000 0.000000
3783.0 1.000000 1.000000 0.868702 0.722234 0.108225 0.010101 0.001085 0.000129 0.000016 0.000002 0.000000 0.000000
3784.0 1.000000 1.000000 0.868583 0.721992 0.108699 0.010133 0.001088 0.000129 0.000016 0.000002 0.000000 0.000000
3785.0 1.000000 1.000000 0.868463 0.721750 0.109175 0.010166 0.001090 0.000129 0.000016 0.000002 0.000000 0.000000
3786.0 1.000000 1.000000 0.868343 0.721508 0.109654 0.010198 0.001092 0.000129 0.000016 0.000002 0.000000 0.000000
3787.0 1.000000 1.000000 0.868223 0.721266 0.110135 0.010230 0.001095 0.000129 0.000016 0.000002 0.000000 0.000000
3788.0 1.000000 1.000000 0.868103 0.721024 0.110619 0.010263 0.001097 0.000129 0.000016 0.000002 0.000000 0.000000
3789.0 1.000000 1.000000 0.867983 0.720782 0.111106 0.010296 0.001099 0.000129 0.000016 0.000002 0.000000 0.000000
3790.0 1.000000 1.000000 0.867863 0.720540 0.111594 0.010329 0.001102 0.000130 0.000016 0.000002 0.000000 0.000000
3791.0 1.000000 1.000000 0.867743 0.720297 0.112086 0.010362 0.001104 0.000130 0.000016 0.000002 0.000000 0.000000
3792.0 1.000000 1.000000 0.867623 0.720055 0.112581 0.010395 0.001106 0.000130 0.000016 0.000002 0.000000 0.000000
3793.0 1.000000 1.000000 0.867503 0.719812 0.113078 0.010428 0.001109 0.000130 0.000016 0.000002 0.000000 0.000000
3794.0 1.000000 1.000000 0.867383 0.719570 0.113577 0.010462 0.001111 0.000130 0.000016 0.000002 0.000000 0.000000
3795.0 1.000000 1.000000 0.867262 0.719327 0.114080 0.010496 0.001113 0.000130 0.000016 0.000002 0.000000 0.000000
3796.0 1.000000 1.000000 0.867142 0.719084 0.114585 0.010529 0.001116 0.000130 0.000016 0.000002 0.000000 0.000000
3797.0 1.000000 1.000000 0.867021 0.718841 0.115093 0.010563 0.001118 0.000131 0.000016 0.000002 0.000000 0.000000
3798.0 1.000000 1.000000 0.866901 0.718598 0.115604 0.010597 0.001121 0.000131 0.000016 0.000002 0.000000 0.000000
3799.0 1.000000 1.000000 0.866780 0.746735 0.116117 0.010632 0.001123 0.000131 0.000016 0.000002 0.000000 0.000000
3800.0 1.000000 1.000000 0.866659 0.746512 0.116633 0.010666 0.001125 0.000131 0.000016 0.000002 0.000000 0.000000
3801.0 1.000000 1.000000 0.866538 0.746290 0.117152 0.010701 0.001128 0.000131 0.000016 0.000002 0.000000 0.000000
3802.0 1.000000 1.000000 0.866418 0.746068 0.117674 0.010735 0.001130 0.000131 0.000016 0.000002 0.000000 0.000000
3803.0 1.000000 1.000000 0.866297 0.745845 0.118199 0.010770 0.001133 0.000132 0.000016 0.000002 0.000000 0.000000
3804.0 1.000000 1.000000 0.866176 0.745622 0.118726 0.010805 0.001135 0.000132 0.000016 0.000002 0.000000 0.000000
3805.0 1.000000 1.000000 0.866055 0.745400 0.119256 0.010840 0.001138 0.000132 0.000016 0.000002 0.000000 0.000000
3806.0 1.000000 1.000000 0.865933 0.745177 0.119789 0.010876 0.001140 0.000132 0.000016 0.000002 0.000000 0.000000
3807.0 1.000000 1.000000 0.865812 0.744954 0.120325 0.010911 0.001143 0.000132 0.000016 0.000002 0.000000 0.000000
3808.0 1.000000 1.000000 0.865691 0.744731 0.120864 0.010947 0.001145 0.000132 0.000016 0.000002 0.000000 0.000000
3809.0 1.000000 1.000000 0.865570 0.744508 0.121406 0.010983 0.001148 0.000133 0.000016 0.000002 0.000000 0.000000
3810.0 1.000000 1.000000 0.865448 0.744285 0.121951 0.011019 0.001150 0.000133 0.000016 0.000002 0.000000 0.000000
3811.0 1.000000 1.000000 0.865327 0.744061 0.122499 0.011055 0.001153 0.000133 0.000016 0.000002 0.000000 0.000000
3812.0 1.000000 1.000000 0.865205 0.743838 0.123050 0.011091 0.001155 0.000133 0.000016 0.000002 0.000000 0.000000
3813.0 1.000000 1.000000 0.865084 0.743614 0.123603 0.011127 0.001158 0.000133 0.000016 0.000002 0.000000 0.000000
3814.0 1.000000 1.000000 0.864962 0.743391 0.124160 0.011164 0.001160 0.000133 0.000016 0.000002 0.000000 0.000000
3815.0 1.000000 1.000000 0.864840 0.743167 0.124720 0.011201 0.001163 0.000133 0.000016 0.000002 0.000000 0.000000
3816.0 1.000000 1.000000 0.864718 0.742943 0.125283 0.011238 0.001166 0.000134 0.000016 0.000002 0.000000 0.000000
3817.0 1.000000 1.000000 0.864596 0.742719 0.125849 0.011275 0.001168 0.000134 0.000016 0.000002 0.000000 0.000000
3818.0 1.000000 1.000000 0.864474 0.742495 0.126418 0.011312 0.001171 0.000134 0.000016 0.000002 0.000000 0.000000
3819.0 1.000000 1.000000 0.864352 0.742271 0.126990 0.011350 0.001173 0.000134 0.000016 0.000002 0.000000 0.000000
3820.0 1.000000 1.000000 0.864230 0.742047 0.127566 0.011387 0.001176 0.000134 0.000016 0.000002 0.000000 0.000000
3821.0 1.000000 1.000000 0.864108 0.741822 0.128144 0.011425 0.001179 0.000134 0.000016 0.000002 0.000000 0.000000
3822.0 1.000000 1.000000 0.863986 0.741598 0.128725 0.011463 0.001181 0.000135 0.000016 0.000002 0.000000 0.000000
3823.0 1.000000 1.000000 0.863863 0.741373 0.129311 0.011501 0.001184 0.000135 0.000016 0.000002 0.000000 0.000000
3824.0 1.000000 1.000000 0.863741 0.741149 0.129899 0.011539 0.001187 0.000135 0.000016 0.000002 0.000000 0.000000
3825.0 1.000000 1.000000 0.863619 0.740924 0.130490 0.011578 0.001189 0.000135 0.000017 0.000002 0.000000 0.000000
3826.0 1.000000 1.000000 0.863496 0.740699 0.131085 0.011616 0.001192 0.000135 0.000017 0.000002 0.000000 0.000000
3827.0 1.000000 1.000000 0.863374 0.740474 0.131682 0.011655 0.001195 0.000135 0.000017 0.000002 0.000000 0.000000
3828.0 1.000000 1.000000 0.863251 0.740249 0.132283 0.011694 0.001197 0.000136 0.000017 0.000002 0.000000 0.000000
3829.0 1.000000 1.000000 0.863128 0.740024 0.132888 0.011733 0.001200 0.000136 0.000017 0.000002 0.000000 0.000000
3830.0 1.000000 1.000000 0.863005 0.739799 0.133496 0.011773 0.001203 0.000136 0.000017 0.000002 0.000000 0.000000
3831.0 1.000000 1.000000 0.862882 0.739573 0.134107 0.011812 0.001205 0.000136 0.000017 0.000002 0.000000 0.000000
3832.0 1.000000 1.000000 0.862759 0.739348 0.134722 0.011852 0.001208 0.000136 0.000017 0.000002 0.000000 0.000000
3833.0 1.000000 1.000000 0.862637 0.739122 0.135340 0.011892 0.001211 0.000137 0.000017 0.000002 0.000000 0.000000
3834.0 1.000000 1.000000 0.862513 0.738897 0.135961 0.011932 0.001214 0.000137 0.000017 0.000002 0.000000 0.000000
3835.0 1.000000 1.000000 0.862390 0.738671 0.136586 0.011972 0.001216 0.000137 0.000017 0.000002 0.000000 0.000000
3836.0 1.000000 1.000000 0.862267 0.738445 0.137214 0.012012 0.001219 0.000137 0.000017 0.000002 0.000000 0.000000
3837.0 1.000000 1.000000 0.862144 0.738219 0.137845 0.012053 0.001222 0.000137 0.000017 0.000002 0.000000 0.000000
3838.0 1.000000 1.000000 0.862020 0.737993 0.138481 0.012094 0.001225 0.000137 0.000017 0.000002 0.000000 0.000000
3839.0 1.000000 1.000000 0.861897 0.737767 0.139120 0.012135 0.001228 0.000138 0.000017 0.000002 0.000000 0.000000
3840.0 1.000000 1.000000 0.861773 0.737540 0.139762 0.012176 0.001231 0.000138 0.000017 0.000002 0.000000 0.000000
3841.0 1.000000 1.000000 0.861650 0.737314 0.140408 0.012217 0.001233 0.000138 0.000017 0.000002 0.000000 0.000000
3842.0 1.000000 1.000000 0.861526 0.737088 0.141057 0.012259 0.001236 0.000138 0.000017 0.000002 0.000000 0.000000
3843.0 1.000000 1.000000 0.861403 0.736861 0.141710 0.012300 0.001239 0.000138 0.000017 0.000002 0.000000 0.000000
3844.0 1.000000 1.000000 0.861279 0.736634 0.142367 0.012342 0.001242 0.000139 0.000017 0.000002 0.000000 0.000000
3845.0 1.000000 1.000000 0.861155 0.736408 0.143027 0.012384 0.001245 0.000139 0.000017 0.000002 0.000000 0.000000
3846.0 1.000000 1.000000 0.861031 0.736181 0.143691 0.012426 0.001248 0.000139 0.000017 0.000002 0.000000 0.000000
3847.0 1.000000 1.000000 0.860907 0.735954 0.144359 0.012469 0.001251 0.000139 0.000017 0.000002 0.000000 0.000000
3848.0 1.000000 1.000000 0.860783 0.735727 0.145031 0.012512 0.001254 0.000139 0.000017 0.000002 0.000000 0.000000
3849.0 1.000000 1.000000 0.860659 0.735500 0.145706 0.012554 0.001256 0.000139 0.000017 0.000002 0.000000 0.000000
3850.0 1.000000 1.000000 0.860535 0.735272 0.146385 0.012598 0.001259 0.000140 0.000017 0.000002 0.000000 0.000000
3851.0 1.000000 1.000000 0.860411 0.735045 0.147068 0.012641 0.001262 0.000140 0.000017 0.000002 0.000000 0.000000
3852.0 1.000000 1.000000 0.860286 0.734818 0.147755 0.012684 0.001265 0.000140 0.000017 0.000002 0.000000 0.000000
3853.0 1.000000 1.000000 0.860162 0.734590 0.148445 0.012728 0.001268 0.000140 0.000017 0.000002 0.000000 0.000000
3854.0 1.000000 1.000000 0.860037 0.734362 0.149139 0.012772 0.001271 0.000140 0.000017 0.000002 0.000000 0.000000
3855.0 1.000000 1.000000 0.859913 0.734135 0.149837 0.012816 0.001274 0.000141 0.000017 0.000002 0.000000 0.000000
3856.0 1.000000 1.000000 0.859788 0.733907 0.150539 0.012860 0.001277 0.000141 0.000017 0.000002 0.000000 0.000000
3857.0 1.000000 1.000000 0.859664 0.733679 0.151246 0.012904 0.001280 0.000141 0.000017 0.000002 0.000000 0.000000
3858.0 1.000000 1.000000 0.859539 0.733451 0.151956 0.012949 0.001283 0.000141 0.000017 0.000002 0.000000 0.000000
3859.0 1.000000 1.000000 0.859414 0.733222 0.152670 0.012994 0.001286 0.000141 0.000017 0.000002 0.000000 0.000000
3860.0 1.000000 1.000000 0.859289 0.732994 0.153388 0.013039 0.001289 0.000142 0.000017 0.000002 0.000000 0.000000
3861.0 1.000000 1.000000 0.859164 0.732766 0.154110 0.013084 0.001292 0.000142 0.000017 0.000002 0.000000 0.000000
3862.0 1.000000 1.000000 0.859039 0.732537 0.154836 0.013130 0.001296 0.000142 0.000017 0.000002 0.000000 0.000000
3863.0 1.000000 1.000000 0.858914 0.732309 0.155567 0.013176 0.001299 0.000142 0.000017 0.000002 0.000000 0.000000
3864.0 1.000000 1.000000 0.858789 0.732080 0.156301 0.013221 0.001302 0.000142 0.000017 0.000002 0.000000 0.000000
3865.0 1.000000 1.000000 0.858664 0.731852 0.157039 0.013267 0.001305 0.000143 0.000017 0.000002 0.000000 0.000000
3866.0 1.000000 1.000000 0.858538 0.731623 0.157782 0.013314 0.001308 0.000143 0.000017 0.000002 0.000000 0.000000
3867.0 1.000000 1.000000 0.858413 0.731394 0.158529 0.013360 0.001311 0.000143 0.000017 0.000002 0.000000 0.000000
3868.0 1.000000 1.000000 0.858288 0.731165 0.159280 0.013407 0.001314 0.000143 0.000017 0.000002 0.000000 0.000000
3869.0 1.000000 1.000000 0.858162 0.730936 0.160035 0.013454 0.001317 0.000143 0.000017 0.000002 0.000000 0.000000
3870.0 1.000000 1.000000 0.858037 0.730706 0.160795 0.013501 0.001321 0.000144 0.000017 0.000002 0.000000 0.000000
3871.0 1.000000 1.000000 0.857911 0.730477 0.161559 0.013549 0.001324 0.000144 0.000017 0.000002 0.000000 0.000000
3872.0 1.000000 1.000000 0.857785 0.730247 0.162327 0.013596 0.001327 0.000144 0.000017 0.000002 0.000000 0.000000
3873.0 1.000000 1.000000 0.857659 0.730018 0.163100 0.013644 0.001330 0.000144 0.000017 0.000002 0.000000 0.000000
3874.0 1.000000 1.000000 0.857534 0.729788 0.163877 0.013692 0.001333 0.000144 0.000017 0.000002 0.000000 0.000000
3875.0 1.000000 1.000000 0.857408 0.729559 0.164659 0.013741 0.001337 0.000145 0.000017 0.000002 0.000000 0.000000
3876.0 1.000000 1.000000 0.857282 0.729329 0.165445 0.013789 0.001340 0.000145 0.000017 0.000002 0.000000 0.000000
3877.0 1.000000 1.000000 0.857156 0.729099 0.166235 0.013838 0.001343 0.000145 0.000017 0.000002 0.000000 0.000000
3878.0 1.000000 1.000000 0.857030 0.728869 0.167030 0.013887 0.001346 0.000145 0.000017 0.000002 0.000000 0.000000
3879.0 1.000000 1.000000 0.856903 0.728639 0.167829 0.013936 0.001350 0.000145 0.000017 0.000002 0.000000 0.000000
3880.0 1.000000 1.000000 0.856777 0.728408 0.168633 0.013985 0.001353 0.000146 0.000017 0.000002 0.000000 0.000000
3881.0 1.000000 1.000000 0.856651 0.728178 0.169442 0.014035 0.001356 0.000146 0.000017 0.000002 0.000000 0.000000
3882.0 1.000000 1.000000 0.856524 0.727948 0.170255 0.014085 0.001360 0.000146 0.000017 0.000002 0.000000 0.000000
3883.0 1.000000 1.000000 0.856398 0.727717 0.171073 0.014135 0.001363 0.000146 0.000017 0.000002 0.000000 0.000000
3884.0 1.000000 1.000000 0.856271 0.727486 0.171896 0.014185 0.001366 0.000146 0.000017 0.000002 0.000000 0.000000
3885.0 1.000000 1.000000 0.856145 0.727256 0.172723 0.014236 0.001370 0.000147 0.000017 0.000002 0.000000 0.000000
3886.0 1.000000 1.000000 0.856018 0.727025 0.173555 0.014287 0.001373 0.000147 0.000017 0.000002 0.000000 0.000000
3887.0 1.000000 1.000000 0.855891 0.726794 0.174391 0.014338 0.001376 0.000147 0.000017 0.000002 0.000000 0.000000
3888.0 1.000000 1.000000 0.855765 0.726563 0.175233 0.014389 0.001380 0.000147 0.000017 0.000002 0.000000 0.000000
3889.0 1.000000 1.000000 0.855638 0.726332 0.176079 0.014441 0.001383 0.000147 0.000017 0.000002 0.000000 0.000000
3890.0 1.000000 1.000000 0.855511 0.726101 0.176931 0.014492 0.001387 0.000148 0.000017 0.000002 0.000000 0.000000
3891.0 1.000000 1.000000 0.855384 0.773815 0.177787 0.014545 0.001390 0.000148 0.000017 0.000002 0.000000 0.000000
3892.0 1.000000 1.000000 0.855257 0.773619 0.178648 0.014597 0.001394 0.000148 0.000017 0.000002 0.000000 0.000000
3893.0 1.000000 1.000000 0.855129 0.773424 0.179515 0.014649 0.001397 0.000148 0.000017 0.000002 0.000000 0.000000
3894.0 1.000000 1.000000 0.855002 0.773228 0.180386 0.014702 0.001401 0.000149 0.000017 0.000002 0.000000 0.000000
3895.0 1.000000 1.000000 0.854875 0.773033 0.181263 0.014755 0.001404 0.000149 0.000017 0.000002 0.000000 0.000000
3896.0 1.000000 1.000000 0.854748 0.772837 0.182144 0.014808 0.001408 0.000149 0.000017 0.000002 0.000000 0.000000
3897.0 1.000000 1.000000 0.854620 0.772641 0.183031 0.014862 0.001411 0.000149 0.000017 0.000002 0.000000 0.000000
3898.0 1.000000 1.000000 0.854493 0.772445 0.183923 0.014916 0.001415 0.000149 0.000017 0.000002 0.000000 0.000000
3899.0 1.000000 1.000000 0.854365 0.772249 0.184820 0.014970 0.001418 0.000150 0.000017 0.000002 0.000000 0.000000
3900.0 1.000000 1.000000 0.854237 0.772053 0.185721 0.015024 0.001422 0.000150 0.000017 0.000002 0.000000 0.000000
3901.0 1.000000 1.000000 0.854110 0.771857 0.186629 0.015079 0.001425 0.000150 0.000017 0.000002 0.000000 0.000000
3902.0 1.000000 1.000000 0.853982 0.771660 0.187542 0.015134 0.001429 0.000150 0.000017 0.000002 0.000000 0.000000
3903.0 1.000000 1.000000 0.853854 0.771464 0.188460 0.015189 0.001433 0.000151 0.000017 0.000002 0.000000 0.000000
3904.0 1.000000 1.000000 0.853726 0.771268 0.189383 0.015244 0.001436 0.000151 0.000017 0.000002 0.000000 0.000000
3905.0 1.000000 1.000000 0.853598 0.771071 0.190311 0.015300 0.001440 0.000151 0.000017 0.000002 0.000000 0.000000
3906.0 1.000000 1.000000 0.853470 0.770874 0.191244 0.015355 0.001444 0.000151 0.000017 0.000002 0.000000 0.000000
3907.0 1.000000 1.000000 0.853342 0.770678 0.192184 0.015412 0.001447 0.000152 0.000017 0.000002 0.000000 0.000000
3908.0 1.000000 1.000000 0.853214 0.770481 0.193129 0.015468 0.001451 0.000152 0.000017 0.000002 0.000000 0.000000
3909.0 1.000000 1.000000 0.853085 0.770284 0.194079 0.015525 0.001455 0.000152 0.000017 0.000002 0.000000 0.000000
3910.0 1.000000 1.000000 0.852957 0.770087 0.195035 0.015582 0.001458 0.000152 0.000017 0.000002 0.000000 0.000000
3911.0 1.000000 1.000000 0.852829 0.769889 0.195996 0.015639 0.001462 0.000152 0.000017 0.000002 0.000000 0.000000
3912.0 1.000000 1.000000 0.852700 0.769692 0.196963 0.015696 0.001466 0.000153 0.000017 0.000002 0.000000 0.000000
3913.0 1.000000 1.000000 0.852572 0.769495 0.197936 0.015754 0.001470 0.000153 0.000017 0.000002 0.000000 0.000000
3914.0 1.000000 1.000000 0.852443 0.769298 0.198914 0.015812 0.001473 0.000153 0.000017 0.000002 0.000000 0.000000
3915.0 1.000000 1.000000 0.852314 0.769100 0.199898 0.015870 0.001477 0.000153 0.000017 0.000002 0.000000 0.000000
3916.0 1.000000 1.000000 0.852186 0.768902 0.200887 0.015929 0.001481 0.000154 0.000017 0.000002 0.000000 0.000000
3917.0 1.000000 1.000000 0.852057 0.768705 0.201883 0.015988 0.001485 0.000154 0.000017 0.000002 0.000000 0.000000
3918.0 1.000000 1.000000 0.851928 0.768507 0.202885 0.016047 0.001489 0.000154 0.000017 0.000002 0.000000 0.000000
3919.0 1.000000 1.000000 0.851799 0.768309 0.203892 0.016106 0.001492 0.000154 0.000017 0.000002 0.000000 0.000000
3920.0 1.000000 1.000000 0.851670 0.768111 0.204905 0.016166 0.001496 0.000155 0.000017 0.000002 0.000000 0.000000
3921.0 1.000000 1.000000 0.851541 0.767913 0.205924 0.016226 0.001500 0.000155 0.000017 0.000002 0.000000 0.000000
3922.0 1.000000 1.000000 0.851412 0.767715 0.206949 0.016286 0.001504 0.000155 0.000017 0.000002 0.000000 0.000000
3923.0 1.000000 1.000000 0.851282 0.767517 0.207980 0.016347 0.001508 0.000155 0.000017 0.000002 0.000000 0.000000
3924.0 1.000000 1.000000 0.851153 0.767318 0.209017 0.016408 0.001512 0.000156 0.000017 0.000002 0.000000 0.000000
3925.0 1.000000 1.000000 0.851024 0.767120 0.210061 0.016469 0.001516 0.000156 0.000017 0.000002 0.000000 0.000000
3926.0 1.000000 1.000000 0.850894 0.766921 0.211110 0.016530 0.001520 0.000156 0.000017 0.000002 0.000000 0.000000
3927.0 1.000000 1.000000 0.850765 0.766723 0.212166 0.016592 0.001524 0.000156 0.000017 0.000002 0.000000 0.000000
3928.0 1.000000 1.000000 0.850635 0.766524 0.213227 0.016654 0.001528 0.000157 0.000017 0.000002 0.000000 0.000000
3929.0 1.000000 1.000000 0.850506 0.766325 0.214295 0.016716 0.001532 0.000157 0.000017 0.000002 0.000000 0.000000
3930.0 1.000000 1.000000 0.850376 0.766126 0.215369 0.016779 0.001536 0.000157 0.000017 0.000002 0.000000 0.000000
3931.0 1.000000 1.000000 0.850246 0.765927 0.216450 0.016842 0.001540 0.000157 0.000017 0.000002 0.000000 0.000000
3932.0 1.000000 1.000000 0.850116 0.765728 0.217537 0.016905 0.001544 0.000158 0.000017 0.000002 0.000000 0.000000
3933.0 1.000000 1.000000 0.849986 0.765529 0.218630 0.016969 0.001548 0.000158 0.000017 0.000002 0.000000 0.000000
3934.0 1.000000 1.000000 0.849856 0.765330 0.219730 0.017033 0.001552 0.000158 0.000017 0.000002 0.000000 0.000000
3935.0 1.000000 1.000000 0.849726 0.765131 0.220837 0.017097 0.001556 0.000158 0.000017 0.000002 0.000000 0.000000
3936.0 1.000000 1.000000 0.849596 0.764931 0.221950 0.017161 0.001560 0.000159 0.000017 0.000002 0.000000 0.000000
3937.0 1.000000 1.000000 0.849466 0.764732 0.223069 0.017226 0.001564 0.000159 0.000017 0.000002 0.000000 0.000000
3938.0 1.000000 1.000000 0.849335 0.764532 0.224196 0.017291 0.001569 0.000159 0.000017 0.000002 0.000000 0.000000
